OriginAirportName,DestAirportName,AverageArrivalDelay
Philadelphia International,Baltimore/Washington International Thurgood Marshall,0.21951219512195122
Cincinnati/Northern Kentucky International,Memphis International,0.21428571428571427
Chicago O'Hare International,John Wayne Airport-Orange County,0.21153846153846154
Salt Lake City International,Dallas/Fort Worth International,0.18604651162790697
Eppley Airfield,Memphis International,0.18181818181818182
Newark Liberty International,Austin - Bergstrom International,0.18181818181818182
Seattle/Tacoma International,San Diego International,0.17142857142857143
Hartsfield-Jackson Atlanta International,Memphis International,0.16666666666666666
Logan International,Richmond International,0.16666666666666666
Sacramento International,John Wayne Airport-Orange County,0.16260162601626016
Salt Lake City International,Hartsfield-Jackson Atlanta International,0.13513513513513514
Detroit Metro Wayne County,Nashville International,0.13432835820895522
Detroit Metro Wayne County,Miami International,0.11267605633802817
Lambert-St. Louis International,Minneapolis-St Paul International,0.10810810810810811
George Bush Intercontinental/Houston,Miami International,0.08
Indianapolis International,George Bush Intercontinental/Houston,0.07692307692307693
Nashville International,Minneapolis-St Paul International,0.06956521739130435
Bradley International,Charlotte Douglas International,0.06611570247933884
Tampa International,Indianapolis International,0.05660377358490566
Kansas City International,Seattle/Tacoma International,0.05263157894736842
Fort Lauderdale-Hollywood International,Cleveland-Hopkins International,0.043478260869565216
Port Columbus International,Denver International,0.04
Bradley International,Philadelphia International,0.038461538461538464
Fort Lauderdale-Hollywood International,Los Angeles International,0.033707865168539325
Seattle/Tacoma International,Salt Lake City International,0.0319634703196347
Detroit Metro Wayne County,Phoenix Sky Harbor International,0.031746031746031744
San Diego International,Portland International,0.02666666666666667
Phoenix Sky Harbor International,Washington Dulles International,0.0
Theodore Francis Green State,Palm Beach International,0.0
Kahului Airport,Denver International,0.0
Phoenix Sky Harbor International,Cincinnati/Northern Kentucky International,0.0
Seattle/Tacoma International,George Bush Intercontinental/Houston,0.0
Kansas City International,McCarran International,-0.02
Louis Armstrong New Orleans International,Baltimore/Washington International Thurgood Marshall,-0.047619047619047616
Cincinnati/Northern Kentucky International,Ronald Reagan Washington National,-0.07017543859649122
Baltimore/Washington International Thurgood Marshall,Miami International,-0.07352941176470588
Detroit Metro Wayne County,Baltimore/Washington International Thurgood Marshall,-0.07853403141361257
Raleigh-Durham International,Fort Lauderdale-Hollywood International,-0.08
Tampa International,Chicago O'Hare International,-0.0847457627118644
McCarran International,Newark Liberty International,-0.11764705882352941
Logan International,Norfolk International,-0.125
Pittsburgh International,William P Hobby,-0.125
Baltimore/Washington International Thurgood Marshall,George Bush Intercontinental/Houston,-0.1320754716981132
Raleigh-Durham International,Logan International,-0.13432835820895522
Honolulu International,Norman Y. Mineta San Jose International,-0.14285714285714285
Logan International,Seattle/Tacoma International,-0.14583333333333334
Phoenix Sky Harbor International,Fort Lauderdale-Hollywood International,-0.15
Salt Lake City International,McCarran International,-0.152
Detroit Metro Wayne County,Buffalo Niagara International,-0.15454545454545454
Lambert-St. Louis International,Memphis International,-0.15789473684210525
Will Rogers World,Baltimore/Washington International Thurgood Marshall,-0.16666666666666666
Philadelphia International,Cleveland-Hopkins International,-0.18181818181818182
Hartsfield-Jackson Atlanta International,Louis Armstrong New Orleans International,-0.1884498480243161
Minneapolis-St Paul International,Charlotte Douglas International,-0.2318840579710145
Detroit Metro Wayne County,Tampa International,-0.26136363636363635
Long Beach Airport,Ted Stevens Anchorage International,-0.3333333333333333
George Bush Intercontinental/Houston,Fort Lauderdale-Hollywood International,-0.3333333333333333
Salt Lake City International,Logan International,-0.35135135135135137
Tucson International,George Bush Intercontinental/Houston,-0.3561643835616438
Port Columbus International,Minneapolis-St Paul International,-0.36923076923076925
Hartsfield-Jackson Atlanta International,Pittsburgh International,-0.3793103448275862
Theodore Francis Green State,Ronald Reagan Washington National,-0.4
LaGuardia,Norfolk International,-0.4
Norfolk International,Hartsfield-Jackson Atlanta International,-0.40444444444444444
Lambert-St. Louis International,John F. Kennedy International,-0.4117647058823529
Raleigh-Durham International,Phoenix Sky Harbor International,-0.4166666666666667
Richmond International,Detroit Metro Wayne County,-0.4444444444444444
Hartsfield-Jackson Atlanta International,William P Hobby,-0.4479166666666667
Minneapolis-St Paul International,Cincinnati/Northern Kentucky International,-0.45
Phoenix Sky Harbor International,Memphis International,-0.45454545454545453
Salt Lake City International,George Bush Intercontinental/Houston,-0.46956521739130436
Cleveland-Hopkins International,Minneapolis-St Paul International,-0.47540983606557374
George Bush Intercontinental/Houston,Norman Y. Mineta San Jose International,-0.5
Louisville International-Standiford Field,John F. Kennedy International,-0.5
Louis Armstrong New Orleans International,General Mitchell International,-0.5263157894736842
Louis Armstrong New Orleans International,Lambert-St. Louis International,-0.5294117647058824
Louis Armstrong New Orleans International,McCarran International,-0.5333333333333333
Denver International,Ted Stevens Anchorage International,-0.5384615384615384
Hartsfield-Jackson Atlanta International,Raleigh-Durham International,-0.543046357615894
George Bush Intercontinental/Houston,McCarran International,-0.5493827160493827
Kansas City International,Memphis International,-0.55
Bradley International,Dallas/Fort Worth International,-0.5660377358490566
Will Rogers World,Detroit Metro Wayne County,-0.5714285714285714
Port Columbus International,Lambert-St. Louis International,-0.5789473684210527
Salt Lake City International,Seattle/Tacoma International,-0.5833333333333334
San Diego International,Seattle/Tacoma International,-0.5885714285714285
Jacksonville International,Logan International,-0.6
Cincinnati/Northern Kentucky International,San Francisco International,-0.6
General Mitchell International,McCarran International,-0.6153846153846154
Cleveland-Hopkins International,Pittsburgh International,-0.625
Memphis International,Orlando International,-0.6388888888888888
Metropolitan Oakland International,Kansas City International,-0.6428571428571429
Hartsfield-Jackson Atlanta International,Theodore Francis Green State,-0.6617647058823529
Buffalo Niagara International,Phoenix Sky Harbor International,-0.6666666666666666
Salt Lake City International,Memphis International,-0.6721311475409836
Cincinnati/Northern Kentucky International,Nashville International,-0.7058823529411765
Memphis International,Nashville International,-0.7222222222222222
Portland International,Salt Lake City International,-0.736
Nashville International,Miami International,-0.7419354838709677
Hartsfield-Jackson Atlanta International,Kansas City International,-0.74235807860262
McCarran International,George Bush Intercontinental/Houston,-0.7515527950310559
Logan International,Raleigh-Durham International,-0.7578947368421053
Ontario International,George Bush Intercontinental/Houston,-0.7586206896551724
Theodore Francis Green State,Orlando International,-0.765625
Portland International,Metropolitan Oakland International,-0.7685185185185185
Portland International,Kansas City International,-0.7692307692307693
Ronald Reagan Washington National,Portland International,-0.7857142857142857
Kansas City International,Dallas/Fort Worth International,-0.7878787878787878
Salt Lake City International,Kansas City International,-0.7924528301886793
LaGuardia,Dallas/Fort Worth International,-0.8082191780821918
Minneapolis-St Paul International,Austin - Bergstrom International,-0.819672131147541
Jacksonville International,Denver International,-0.8461538461538461
Raleigh-Durham International,Bradley International,-0.8666666666666667
San Diego International,Minneapolis-St Paul International,-0.8734177215189873
Raleigh-Durham International,Memphis International,-0.8888888888888888
George Bush Intercontinental/Houston,Reno/Tahoe International,-0.8888888888888888
Long Beach Airport,Portland International,-0.8955223880597015
Hartsfield-Jackson Atlanta International,Tucson International,-0.9
Portland International,Minneapolis-St Paul International,-0.9012345679012346
Hartsfield-Jackson Atlanta International,Albuquerque International Sunport,-0.9148936170212766
Ronald Reagan Washington National,Austin - Bergstrom International,-0.92
Hartsfield-Jackson Atlanta International,Nashville International,-0.9310344827586207
Pittsburgh International,Dallas/Fort Worth International,-0.935064935064935
Bradley International,Raleigh-Durham International,-0.9444444444444444
Washington Dulles International,Orlando International,-0.9545454545454546
Hartsfield-Jackson Atlanta International,Portland International,-0.9565217391304348
Portland International,San Diego International,-0.9672131147540983
Long Beach Airport,Salt Lake City International,-0.9917355371900827
Minneapolis-St Paul International,Dallas/Fort Worth International,-0.9939024390243902
Ted Stevens Anchorage International,Long Beach Airport,-1.0
San Antonio International,San Diego International,-1.0238095238095237
Memphis International,Austin - Bergstrom International,-1.05
Eppley Airfield,Phoenix Sky Harbor International,-1.05
Sacramento International,Chicago Midway International,-1.0625
Louisville International-Standiford Field,Minneapolis-St Paul International,-1.0625
Minneapolis-St Paul International,Pittsburgh International,-1.087719298245614
Ted Stevens Anchorage International,Honolulu International,-1.0909090909090908
Philadelphia International,Louis Armstrong New Orleans International,-1.0930232558139534
LaGuardia,Kansas City International,-1.1153846153846154
Washington Dulles International,Norfolk International,-1.125
Salt Lake City International,San Antonio International,-1.1320754716981132
Minneapolis-St Paul International,Miami International,-1.15
Tampa International,Minneapolis-St Paul International,-1.1538461538461537
Minneapolis-St Paul International,Los Angeles International,-1.1560283687943262
Buffalo Niagara International,Detroit Metro Wayne County,-1.1666666666666667
Detroit Metro Wayne County,Southwest Florida International,-1.1923076923076923
Minneapolis-St Paul International,Ted Stevens Anchorage International,-1.1967213114754098
Cleveland-Hopkins International,Louis Armstrong New Orleans International,-1.2
Louis Armstrong New Orleans International,Newark Liberty International,-1.2098765432098766
Salt Lake City International,Baltimore/Washington International Thurgood Marshall,-1.2253521126760563
Phoenix Sky Harbor International,Tampa International,-1.2264150943396226
Baltimore/Washington International Thurgood Marshall,San Diego International,-1.2307692307692308
John Wayne Airport-Orange County,Portland International,-1.25
Cincinnati/Northern Kentucky International,Raleigh-Durham International,-1.2564102564102564
Salt Lake City International,Sacramento International,-1.2826086956521738
John F. Kennedy International,Nashville International,-1.2857142857142858
Indianapolis International,William P Hobby,-1.2894736842105263
Reno/Tahoe International,Phoenix Sky Harbor International,-1.2987012987012987
George Bush Intercontinental/Houston,Southwest Florida International,-1.3076923076923077
Austin - Bergstrom International,Memphis International,-1.3076923076923077
Cleveland-Hopkins International,Fort Lauderdale-Hollywood International,-1.3125
Miami International,Indianapolis International,-1.3148148148148149
Seattle/Tacoma International,Ronald Reagan Washington National,-1.3255813953488371
Portland International,Albuquerque International Sunport,-1.3333333333333333
Will Rogers World,Cleveland-Hopkins International,-1.3333333333333333
Memphis International,Louis Armstrong New Orleans International,-1.3513513513513513
Detroit Metro Wayne County,Los Angeles International,-1.361904761904762
McCarran International,Miami International,-1.3870967741935485
Salt Lake City International,Portland International,-1.3893129770992367
LaGuardia,Buffalo Niagara International,-1.4
Norfolk International,Detroit Metro Wayne County,-1.4155844155844155
Phoenix Sky Harbor International,Nashville International,-1.4166666666666667
Ontario International,Seattle/Tacoma International,-1.4266666666666667
Richmond International,Dallas/Fort Worth International,-1.4444444444444444
Phoenix Sky Harbor International,Orlando International,-1.4647887323943662
Albuquerque International Sunport,George Bush Intercontinental/Houston,-1.5
Orlando International,Dallas/Fort Worth International,-1.5172413793103448
Baltimore/Washington International Thurgood Marshall,San Francisco International,-1.5185185185185186
Salt Lake City International,San Diego International,-1.52
Detroit Metro Wayne County,Fort Lauderdale-Hollywood International,-1.5232558139534884
Ontario International,Phoenix Sky Harbor International,-1.5492424242424243
Newark Liberty International,McCarran International,-1.5583333333333333
George Bush Intercontinental/Houston,Lambert-St. Louis International,-1.5789473684210527
Cincinnati/Northern Kentucky International,Salt Lake City International,-1.5833333333333333
Portland International,George Bush Intercontinental/Houston,-1.5892857142857142
Richmond International,Logan International,-1.6056338028169015
Washington Dulles International,McCarran International,-1.66
Memphis International,Logan International,-1.6774193548387097
Louis Armstrong New Orleans International,Memphis International,-1.6829268292682926
Minneapolis-St Paul International,Sacramento International,-1.7
Theodore Francis Green State,Tampa International,-1.7058823529411764
Salt Lake City International,Cincinnati/Northern Kentucky International,-1.7058823529411764
Indianapolis International,John F. Kennedy International,-1.7234042553191489
Tucson International,Chicago Midway International,-1.7380952380952381
Seattle/Tacoma International,Ted Stevens Anchorage International,-1.7690217391304348
Tampa International,Louisville International-Standiford Field,-1.7777777777777777
Salt Lake City International,Austin - Bergstrom International,-1.78125
Hartsfield-Jackson Atlanta International,Dallas Love Field,-1.797752808988764
Salt Lake City International,Lambert-St. Louis International,-1.8205128205128205
Salt Lake City International,Louis Armstrong New Orleans International,-1.8235294117647058
Louis Armstrong New Orleans International,LaGuardia,-1.8333333333333333
Ronald Reagan Washington National,General Mitchell International,-1.8461538461538463
Raleigh-Durham International,Lambert-St. Louis International,-1.8571428571428572
Austin - Bergstrom International,Washington Dulles International,-1.8604651162790697
Tampa International,George Bush Intercontinental/Houston,-1.8773584905660377
Tampa International,Denver International,-1.879120879120879
Los Angeles International,Tampa International,-1.88
Ronald Reagan Washington National,Cincinnati/Northern Kentucky International,-1.8857142857142857
General Mitchell International,Phoenix Sky Harbor International,-1.9259259259259258
Salt Lake City International,Albuquerque International Sunport,-1.9672131147540983
Logan International,San Diego International,-1.9705882352941178
San Diego International,Hartsfield-Jackson Atlanta International,-1.9743589743589745
San Antonio International,Detroit Metro Wayne County,-2.0
Kahului Airport,Portland International,-2.0
Salt Lake City International,John Wayne Airport-Orange County,-2.0089285714285716
Portland International,Hartsfield-Jackson Atlanta International,-2.0144927536231885
Sacramento International,Minneapolis-St Paul International,-2.0217391304347827
Honolulu International,Seattle/Tacoma International,-2.037037037037037
Louisville International-Standiford Field,Philadelphia International,-2.0588235294117645
Cincinnati/Northern Kentucky International,Seattle/Tacoma International,-2.0625
Portland International,John Wayne Airport-Orange County,-2.0689655172413794
San Antonio International,Tampa International,-2.0714285714285716
Louisville International-Standiford Field,Orlando International,-2.08
General Mitchell International,Los Angeles International,-2.0952380952380953
Salt Lake City International,Detroit Metro Wayne County,-2.1294117647058823
Norman Y. Mineta San Jose International,Austin - Bergstrom International,-2.1363636363636362
Jacksonville International,Charlotte Douglas International,-2.1490683229813663
LaGuardia,Louis Armstrong New Orleans International,-2.1818181818181817
Baltimore/Washington International Thurgood Marshall,Salt Lake City International,-2.183333333333333
Minneapolis-St Paul International,Phoenix Sky Harbor International,-2.1866666666666665
San Francisco International,Lambert-St. Louis International,-2.1875
Los Angeles International,Louis Armstrong New Orleans International,-2.2048192771084336
McCarran International,Orlando International,-2.2325581395348837
Philadelphia International,Bradley International,-2.235294117647059
Washington Dulles International,Metropolitan Oakland International,-2.235294117647059
San Antonio International,Lambert-St. Louis International,-2.2439024390243905
Memphis International,San Antonio International,-2.259259259259259
Los Angeles International,Nashville International,-2.26
Detroit Metro Wayne County,Louisville International-Standiford Field,-2.2857142857142856
Bob Hope,Phoenix Sky Harbor International,-2.305439330543933
Detroit Metro Wayne County,San Diego International,-2.3181818181818183
Cincinnati/Northern Kentucky International,Orlando International,-2.3278688524590163
Louis Armstrong New Orleans International,Los Angeles International,-2.3506493506493507
John Wayne Airport-Orange County,William P Hobby,-2.4
George Bush Intercontinental/Houston,Tampa International,-2.4051724137931036
Portland International,Long Beach Airport,-2.410958904109589
Bradley International,McCarran International,-2.4285714285714284
Ted Stevens Anchorage International,Denver International,-2.4390243902439024
Tampa International,Los Angeles International,-2.4545454545454546
Baltimore/Washington International Thurgood Marshall,Cincinnati/Northern Kentucky International,-2.4583333333333335
George Bush Intercontinental/Houston,John Wayne Airport-Orange County,-2.463157894736842
Cleveland-Hopkins International,San Francisco International,-2.4642857142857144
Tampa International,McCarran International,-2.473684210526316
Fort Lauderdale-Hollywood International,Chicago O'Hare International,-2.4788732394366195
Long Beach Airport,Seattle/Tacoma International,-2.5126050420168067
Portland International,John F. Kennedy International,-2.547169811320755
Eppley Airfield,Detroit Metro Wayne County,-2.5595238095238093
Minneapolis-St Paul International,Baltimore/Washington International Thurgood Marshall,-2.6
John Wayne Airport-Orange County,Newark Liberty International,-2.646153846153846
Seattle/Tacoma International,John Wayne Airport-Orange County,-2.6538461538461537
Hartsfield-Jackson Atlanta International,Seattle/Tacoma International,-2.661111111111111
Logan International,Louis Armstrong New Orleans International,-2.6875
Denver International,Miami International,-2.6904761904761907
Southwest Florida International,Cleveland-Hopkins International,-2.769230769230769
Detroit Metro Wayne County,Louis Armstrong New Orleans International,-2.7714285714285714
Newark Liberty International,Dallas/Fort Worth International,-2.772727272727273
Portland International,Chicago Midway International,-2.7884615384615383
Memphis International,LaGuardia,-2.8
San Francisco International,Cleveland-Hopkins International,-2.813953488372093
McCarran International,Charlotte Douglas International,-2.817073170731707
Long Beach Airport,John F. Kennedy International,-2.857142857142857
Metropolitan Oakland International,Honolulu International,-2.90625
Tampa International,Washington Dulles International,-2.953125
Bradley International,Detroit Metro Wayne County,-2.9587628865979383
Denver International,Honolulu International,-2.96
Norman Y. Mineta San Jose International,Honolulu International,-2.967741935483871
Port Columbus International,Orlando International,-2.967741935483871
Los Angeles International,Miami International,-2.9698795180722892
George Bush Intercontinental/Houston,Seattle/Tacoma International,-2.9748427672955975
Minneapolis-St Paul International,Seattle/Tacoma International,-2.9788359788359786
Memphis International,Minneapolis-St Paul International,-2.9814814814814814
Philadelphia International,Fort Lauderdale-Hollywood International,-2.9921259842519685
Nashville International,Seattle/Tacoma International,-3.0
McCarran International,Raleigh-Durham International,-3.0
Cincinnati/Northern Kentucky International,Detroit Metro Wayne County,-3.016
Richmond International,LaGuardia,-3.0256410256410255
Eppley Airfield,Hartsfield-Jackson Atlanta International,-3.066666666666667
Luis Munoz Marin International,Miami International,-3.0681818181818183
Newark Liberty International,Luis Munoz Marin International,-3.1
Sacramento International,Kahului Airport,-3.1052631578947367
Seattle/Tacoma International,Long Beach Airport,-3.110294117647059
Theodore Francis Green State,Fort Lauderdale-Hollywood International,-3.111111111111111
George Bush Intercontinental/Houston,Pittsburgh International,-3.125
Will Rogers World,Newark Liberty International,-3.1333333333333333
San Antonio International,Nashville International,-3.135135135135135
Will Rogers World,Minneapolis-St Paul International,-3.1375
Ted Stevens Anchorage International,Portland International,-3.1607142857142856
George Bush Intercontinental/Houston,Orlando International,-3.168831168831169
Newark Liberty International,Miami International,-3.185185185185185
John F. Kennedy International,Miami International,-3.1989247311827955
Port Columbus International,Dallas/Fort Worth International,-3.211764705882353
Chicago O'Hare International,Luis Munoz Marin International,-3.2142857142857144
Charlotte Douglas International,Chicago Midway International,-3.2195121951219514
Sacramento International,Salt Lake City International,-3.2421052631578946
Cleveland-Hopkins International,Tampa International,-3.25
Nashville International,Memphis International,-3.25
San Antonio International,George Bush Intercontinental/Houston,-3.2777777777777777
Hartsfield-Jackson Atlanta International,Salt Lake City International,-3.2839506172839505
Albuquerque International Sunport,Hartsfield-Jackson Atlanta International,-3.30188679245283
San Francisco International,Detroit Metro Wayne County,-3.316326530612245
San Diego International,Detroit Metro Wayne County,-3.3191489361702127
Washington Dulles International,Long Beach Airport,-3.32
Fort Lauderdale-Hollywood International,Memphis International,-3.3333333333333335
Buffalo Niagara International,Southwest Florida International,-3.3333333333333335
Norfolk International,Dallas/Fort Worth International,-3.3333333333333335
Pittsburgh International,Memphis International,-3.3333333333333335
Austin - Bergstrom International,Salt Lake City International,-3.4074074074074074
Orlando International,Cincinnati/Northern Kentucky International,-3.418181818181818
Pittsburgh International,Phoenix Sky Harbor International,-3.418918918918919
Sacramento International,Washington Dulles International,-3.4347826086956523
Logan International,Cincinnati/Northern Kentucky International,-3.4594594594594597
Indianapolis International,Memphis International,-3.473684210526316
Norman Y. Mineta San Jose International,Minneapolis-St Paul International,-3.488372093023256
LaGuardia,Miami International,-3.4924471299093653
Chicago Midway International,John Wayne Airport-Orange County,-3.5
Port Columbus International,Phoenix Sky Harbor International,-3.5205479452054793
Washington Dulles International,Tampa International,-3.533333333333333
Kahului Airport,Sacramento International,-3.5555555555555554
Philadelphia International,Lambert-St. Louis International,-3.6
Raleigh-Durham International,Dallas/Fort Worth International,-3.6511627906976742
Buffalo Niagara International,McCarran International,-3.6538461538461537
Washington Dulles International,Miami International,-3.6666666666666665
Kansas City International,Albuquerque International Sunport,-3.6875
Buffalo Niagara International,Logan International,-3.7291666666666665
Will Rogers World,Salt Lake City International,-3.7450980392156863
Long Beach Airport,Phoenix Sky Harbor International,-3.7850467289719627
Palm Beach International,Philadelphia International,-3.789473684210526
San Antonio International,Seattle/Tacoma International,-3.8
Indianapolis International,Salt Lake City International,-3.869565217391304
Salt Lake City International,Ontario International,-3.901098901098901
Kansas City International,Cincinnati/Northern Kentucky International,-3.901639344262295
Bradley International,Miami International,-3.9047619047619047
San Diego International,Charlotte Douglas International,-3.9148936170212765
Cleveland-Hopkins International,Indianapolis International,-3.923076923076923
Norman Y. Mineta San Jose International,Salt Lake City International,-3.926605504587156
Salt Lake City International,Metropolitan Oakland International,-3.9290780141843973
Austin - Bergstrom International,George Bush Intercontinental/Houston,-3.955223880597015
Logan International,Minneapolis-St Paul International,-3.9887640449438204
Tucson International,Phoenix Sky Harbor International,-4.0
Cincinnati/Northern Kentucky International,San Diego International,-4.0
Seattle/Tacoma International,Fort Lauderdale-Hollywood International,-4.0
Charlotte Douglas International,William P Hobby,-4.0
Salt Lake City International,Norman Y. Mineta San Jose International,-4.025974025974026
Port Columbus International,McCarran International,-4.041666666666667
Eppley Airfield,Salt Lake City International,-4.051282051282051
Seattle/Tacoma International,Austin - Bergstrom International,-4.052631578947368
San Francisco International,Minneapolis-St Paul International,-4.114093959731544
Los Angeles International,Raleigh-Durham International,-4.150943396226415
Theodore Francis Green State,Philadelphia International,-4.157894736842105
Cincinnati/Northern Kentucky International,Louis Armstrong New Orleans International,-4.176470588235294
Seattle/Tacoma International,Cincinnati/Northern Kentucky International,-4.208333333333333
Austin - Bergstrom International,Minneapolis-St Paul International,-4.208955223880597
Cincinnati/Northern Kentucky International,Tampa International,-4.21875
San Antonio International,Salt Lake City International,-4.241379310344827
George Bush Intercontinental/Houston,Logan International,-4.252525252525253
Phoenix Sky Harbor International,Ted Stevens Anchorage International,-4.260869565217392
Pittsburgh International,San Francisco International,-4.2631578947368425
Salt Lake City International,Will Rogers World,-4.266666666666667
Louis Armstrong New Orleans International,Cincinnati/Northern Kentucky International,-4.310344827586207
Reno/Tahoe International,Salt Lake City International,-4.34
Salt Lake City International,Nashville International,-4.388888888888889
Miami International,Minneapolis-St Paul International,-4.4
Norfolk International,Tampa International,-4.4
Indianapolis International,Tampa International,-4.408163265306122
Hartsfield-Jackson Atlanta International,Bradley International,-4.447761194029851
San Francisco International,Cincinnati/Northern Kentucky International,-4.45
Detroit Metro Wayne County,Seattle/Tacoma International,-4.479591836734694
Salt Lake City International,Minneapolis-St Paul International,-4.491935483870968
Lambert-St. Louis International,McCarran International,-4.493333333333333
George Bush Intercontinental/Houston,Ontario International,-4.6
Ted Stevens Anchorage International,Seattle/Tacoma International,-4.622784810126582
Cleveland-Hopkins International,Los Angeles International,-4.642857142857143
Salt Lake City International,Tucson International,-4.672413793103448
General Mitchell International,Southwest Florida International,-4.705882352941177
Memphis International,Chicago Midway International,-4.714285714285714
Cleveland-Hopkins International,Logan International,-4.739130434782608
Cleveland-Hopkins International,George Bush Intercontinental/Houston,-4.758333333333334
San Antonio International,Memphis International,-4.777777777777778
Salt Lake City International,Ted Stevens Anchorage International,-4.782608695652174
Detroit Metro Wayne County,Palm Beach International,-4.785714285714286
Albuquerque International Sunport,Baltimore/Washington International Thurgood Marshall,-4.7894736842105265
Cleveland-Hopkins International,Denver International,-4.797101449275362
Tampa International,Cleveland-Hopkins International,-4.826086956521739
Reno/Tahoe International,Metropolitan Oakland International,-4.882352941176471
Detroit Metro Wayne County,McCarran International,-4.915492957746479
Nashville International,Pittsburgh International,-5.0
Kansas City International,Phoenix Sky Harbor International,-5.041322314049586
Bob Hope,Portland International,-5.0476190476190474
San Francisco International,Ted Stevens Anchorage International,-5.057142857142857
Minneapolis-St Paul International,San Diego International,-5.068493150684931
Los Angeles International,Ronald Reagan Washington National,-5.08
Cincinnati/Northern Kentucky International,Los Angeles International,-5.081081081081081
Reno/Tahoe International,San Diego International,-5.081081081081081
Portland International,Bob Hope,-5.083333333333333
Louisville International-Standiford Field,McCarran International,-5.095238095238095
Honolulu International,Newark Liberty International,-5.117647058823529
Los Angeles International,Minneapolis-St Paul International,-5.118881118881119
Hartsfield-Jackson Atlanta International,John Wayne Airport-Orange County,-5.123076923076923
Lambert-St. Louis International,Cincinnati/Northern Kentucky International,-5.125
Albuquerque International Sunport,Tucson International,-5.142857142857143
George Bush Intercontinental/Houston,John F. Kennedy International,-5.142857142857143
Los Angeles International,Port Columbus International,-5.217391304347826
Ronald Reagan Washington National,Theodore Francis Green State,-5.25
Albuquerque International Sunport,Salt Lake City International,-5.25
Ted Stevens Anchorage International,Los Angeles International,-5.264705882352941
Kahului Airport,Metropolitan Oakland International,-5.2727272727272725
Fort Lauderdale-Hollywood International,Cincinnati/Northern Kentucky International,-5.28125
Memphis International,Raleigh-Durham International,-5.294117647058823
Kansas City International,San Diego International,-5.3
Jacksonville International,Philadelphia International,-5.3076923076923075
Sacramento International,Charlotte Douglas International,-5.428571428571429
Honolulu International,Phoenix Sky Harbor International,-5.449275362318841
Phoenix Sky Harbor International,George Bush Intercontinental/Houston,-5.47979797979798
Palm Beach International,Cleveland-Hopkins International,-5.5
Tampa International,Norfolk International,-5.5
Southwest Florida International,General Mitchell International,-5.5
Louis Armstrong New Orleans International,San Francisco International,-5.541666666666667
Louis Armstrong New Orleans International,Logan International,-5.545454545454546
Southwest Florida International,Detroit Metro Wayne County,-5.558139534883721
Ontario International,Chicago Midway International,-5.578947368421052
Minneapolis-St Paul International,Salt Lake City International,-5.612612612612613
Norman Y. Mineta San Jose International,Kahului Airport,-5.729166666666667
Los Angeles International,Memphis International,-5.806451612903226
George Bush Intercontinental/Houston,Baltimore/Washington International Thurgood Marshall,-5.839285714285714
San Diego International,Washington Dulles International,-5.84375
Ontario International,Salt Lake City International,-5.846153846153846
Logan International,George Bush Intercontinental/Houston,-5.855555555555555
John Wayne Airport-Orange County,Salt Lake City International,-5.915094339622642
Tampa International,Cincinnati/Northern Kentucky International,-5.916666666666667
Louis Armstrong New Orleans International,Philadelphia International,-5.962962962962963
San Diego International,George Bush Intercontinental/Houston,-5.991150442477876
John Wayne Airport-Orange County,Seattle/Tacoma International,-5.991935483870968
San Diego International,Honolulu International,-6.0
Tucson International,Albuquerque International Sunport,-6.0
Cleveland-Hopkins International,Louisville International-Standiford Field,-6.045454545454546
Bob Hope,Salt Lake City International,-6.076923076923077
Ronald Reagan Washington National,Southwest Florida International,-6.086956521739131
Kahului Airport,Los Angeles International,-6.114093959731544
Ronald Reagan Washington National,Phoenix Sky Harbor International,-6.142857142857143
Pittsburgh International,Minneapolis-St Paul International,-6.1568627450980395
John F. Kennedy International,Honolulu International,-6.176470588235294
Orlando International,Cleveland-Hopkins International,-6.17948717948718
Cleveland-Hopkins International,Port Columbus International,-6.230769230769231
Salt Lake City International,Bob Hope,-6.2465753424657535
Richmond International,Fort Lauderdale-Hollywood International,-6.277777777777778
Philadelphia International,Austin - Bergstrom International,-6.352941176470588
Cincinnati/Northern Kentucky International,Denver International,-6.361111111111111
Newark Liberty International,Southwest Florida International,-6.462686567164179
Pittsburgh International,Tampa International,-6.462686567164179
Memphis International,Port Columbus International,-6.5
Portland International,Kahului Airport,-6.518518518518518
Memphis International,General Mitchell International,-6.521739130434782
Pittsburgh International,Los Angeles International,-6.565217391304348
Louis Armstrong New Orleans International,Salt Lake City International,-6.565217391304348
Minneapolis-St Paul International,Fort Lauderdale-Hollywood International,-6.642857142857143
Cleveland-Hopkins International,Washington Dulles International,-6.65625
Southwest Florida International,Ronald Reagan Washington National,-6.75
Pittsburgh International,Southwest Florida International,-6.8
McCarran International,Memphis International,-6.869565217391305
Newark Liberty International,Portland International,-6.878787878787879
Lambert-St. Louis International,Washington Dulles International,-7.0
William P Hobby,Philadelphia International,-7.0
Bradley International,Cincinnati/Northern Kentucky International,-7.019230769230769
Seattle/Tacoma International,Kahului Airport,-7.02
George Bush Intercontinental/Houston,Cleveland-Hopkins International,-7.070796460176991
Memphis International,Eppley Airfield,-7.083333333333333
Theodore Francis Green State,Minneapolis-St Paul International,-7.1
Southwest Florida International,Minneapolis-St Paul International,-7.15625
Memphis International,Seattle/Tacoma International,-7.166666666666667
LaGuardia,Cincinnati/Northern Kentucky International,-7.1875
